出現時間, AIタイプ, 出現位置, 敵タイプ, ｘｙ調整, 移動方向, 移動速度, ブレーキ, 待機時間, 加算移動方向, 最低速度, 弾発射時間
9746,Chase,1,1,288,0,4,0.06,90,0,0,57
9747,Chase,1,0,256,0,4,0.06,90,0,0,57
9748,Chase,1,1,224,0,4,0.06,90,0,0,57
9749,Chase,1,0,192,0,4,0.06,90,0,0,57
9750,Chase,1,1,160,0,4,0.06,90,0,0,57
9751,Chase,1,0,128,0,4,0.06,90,0,0,57
9752,Chase,1,1,96,0,4,0.06,90,0,0,57
9753,Chase,1,0,64,0,4,0.06,90,0,0,57
9754,Chase,1,1,32,0,4,0.06,90,0,0,57
9755,Chase,1,0,0,0,4,0.06,90,0,0,57
9756,Chase,1,1,0,0,4,0.06,90,0,0,57
9757,Chase,1,0,32,0,4,0.06,90,0,0,57
9758,Chase,1,1,64,0,4,0.06,90,0,0,57
9759,Chase,1,0,96,0,4,0.06,90,0,0,57
9760,Chase,1,1,128,0,4,0.06,90,0,0,57
9761,Chase,1,0,160,0,4,0.06,90,0,0,57
9762,Chase,1,1,192,0,4,0.06,90,0,0,57
9763,Chase,1,0,224,0,4,0.06,90,0,0,57
9764,Chase,1,1,256,0,4,0.06,90,0,0,57
9765,Chase,1,0,288,0,4,0.06,90,0,0,57
9766,Chase,1,1,320,0,4,0.06,90,0,0,57
9767,Chase,1,0,352,0,4,0.06,90,0,0,57
9768,Chase,1,1,352,0,4,0.06,90,0,0,57
9769,Chase,1,0,320,0,4,0.06,90,0,0,57
9770,Chase,1,1,288,0,4,0.06,90,0,0,57
9771,Chase,1,0,256,0,4,0.06,90,0,0,57
9772,Chase,1,1,224,0,4,0.06,90,0,0,57
9773,Chase,1,0,192,0,4,0.06,90,0,0,57
9774,Chase,1,1,160,0,4,0.06,90,0,0,57
9775,Chase,1,0,128,0,4,0.06,90,0,0,57
9776,Chase,1,1,96,0,4,0.06,90,0,0,57
9777,Chase,1,0,64,0,4,0.06,90,0,0,57
9778,Chase,1,1,32,0,4,0.06,90,0,0,57
9779,Chase,1,0,0,0,4,0.06,90,0,0,57
9780,Chase,1,1,0,0,4,0.06,90,0,0,57
9781,Chase,1,0,32,0,4,0.06,90,0,0,57
9782,Chase,1,1,64,0,4,0.06,90,0,0,57
9783,Chase,1,0,96,0,4,0.06,90,0,0,57
9784,Chase,1,1,128,0,4,0.06,90,0,0,57
9785,Chase,1,0,160,0,4,0.06,90,0,0,57
9786,Chase,1,1,192,0,4,0.06,90,0,0,57
9787,Chase,1,0,224,0,4,0.06,90,0,0,57
9788,Chase,1,1,256,0,4,0.06,90,0,0,57
9789,Chase,1,0,288,0,4,0.06,90,0,0,57
9790,Chase,1,1,320,0,4,0.06,90,0,0,57
9791,Chase,1,0,352,0,4,0.06,90,0,0,57
9792,Chase,1,1,352,0,4,0.06,90,0,0,57
9793,Chase,1,0,320,0,4,0.06,90,0,0,57
9794,Chase,1,1,288,0,4,0.06,90,0,0,57
9795,Chase,1,0,256,0,4,0.06,90,0,0,57
9796,Chase,1,1,224,0,4,0.06,90,0,0,57
9797,Chase,1,0,192,0,4,0.06,90,0,0,57
9798,Chase,1,1,160,0,4,0.06,90,0,0,57
9799,Chase,1,0,128,0,4,0.06,90,0,0,57
9800,Chase,1,1,96,0,4,0.06,90,0,0,57
9801,Chase,1,0,64,0,4,0.06,90,0,0,57
9802,Chase,1,1,32,0,4,0.06,90,0,0,57
9803,Chase,1,0,0,0,4,0.06,90,0,0,57
9804,Chase,1,1,0,0,4,0.06,90,0,0,57
9805,Chase,1,0,32,0,4,0.06,90,0,0,57
9806,Chase,1,1,64,0,4,0.06,90,0,0,57
9807,Chase,1,0,96,0,4,0.06,90,0,0,57
9808,Chase,1,1,128,0,4,0.06,90,0,0,57
9809,Chase,1,0,160,0,4,0.06,90,0,0,57
9810,Chase,1,1,192,0,4,0.06,90,0,0,57
9811,Chase,1,0,224,0,4,0.06,90,0,0,57
9812,Chase,1,1,256,0,4,0.06,90,0,0,57
9813,Chase,1,0,288,0,4,0.06,90,0,0,57
9814,Chase,1,1,320,0,4,0.06,90,0,0,57
9815,Chase,1,0,352,0,4,0.06,90,0,0,57
9816,Chase,1,1,352,0,4,0.06,90,0,0,57
9817,Chase,1,0,320,0,4,0.06,90,0,0,57
9818,Chase,1,1,288,0,4,0.06,90,0,0,57
9819,Chase,1,0,256,0,4,0.06,90,0,0,57
9820,Chase,1,1,224,0,4,0.06,90,0,0,57
9821,Chase,1,0,192,0,4,0.06,90,0,0,57
9822,Chase,1,1,160,0,4,0.06,90,0,0,57
9823,Chase,1,0,128,0,4,0.06,90,0,0,57
9824,Chase,1,1,96,0,4,0.06,90,0,0,57
9825,Chase,1,0,64,0,4,0.06,90,0,0,57
9826,Chase,1,1,32,0,4,0.06,90,0,0,57
9827,Chase,1,0,0,0,4,0.06,90,0,0,57
9828,Chase,1,1,0,0,4,0.06,90,0,0,57
9829,Chase,1,0,32,0,4,0.06,90,0,0,57
9830,Chase,1,1,64,0,4,0.06,90,0,0,57
9831,Chase,1,0,96,0,4,0.06,90,0,0,57
9832,Chase,1,1,128,0,4,0.06,90,0,0,57
9833,Chase,1,0,160,0,4,0.06,90,0,0,57
9834,Chase,1,1,192,0,4,0.06,90,0,0,57
9835,Chase,1,0,224,0,4,0.06,90,0,0,57
9836,Chase,1,1,256,0,4,0.06,90,0,0,57
9837,Chase,1,0,288,0,4,0.06,90,0,0,57
9838,Chase,1,1,320,0,4,0.06,90,0,0,57
9839,Chase,1,0,352,0,4,0.06,90,0,0,57
9840,Chase,1,1,352,0,4,0.06,90,0,0,57
9841,Chase,1,0,320,0,4,0.06,90,0,0,57
9842,Chase,1,1,288,0,4,0.06,90,0,0,57
9843,Chase,1,0,256,0,4,0.06,90,0,0,57
9844,Chase,1,1,224,0,4,0.06,90,0,0,57
9845,Chase,1,0,192,0,4,0.06,90,0,0,57
9846,Chase,1,1,160,0,4,0.06,90,0,0,57
9847,Chase,1,0,128,0,4,0.06,90,0,0,57
9848,Chase,1,1,96,0,4,0.06,90,0,0,57
9849,Chase,1,0,64,0,4,0.06,90,0,0,57
9850,Chase,1,1,32,0,4,0.06,90,0,0,57
9851,Chase,1,0,0,0,4,0.06,90,0,0,57
9852,Chase,1,1,0,0,4,0.06,90,0,0,57
9853,Chase,1,0,32,0,4,0.06,90,0,0,57
9854,Chase,1,1,64,0,4,0.06,90,0,0,57
9855,Chase,1,0,96,0,4,0.06,90,0,0,57
9856,Chase,1,1,128,0,4,0.06,90,0,0,57
9857,Chase,1,0,160,0,4,0.06,90,0,0,57
9858,Chase,1,1,192,0,4,0.06,90,0,0,57
9859,Chase,1,0,224,0,4,0.06,90,0,0,57
9860,Chase,1,1,256,0,4,0.06,90,0,0,57
9861,Chase,1,0,288,0,4,0.06,90,0,0,57
9862,Chase,1,1,320,0,4,0.06,90,0,0,57
9863,Chase,1,0,352,0,4,0.06,90,0,0,57
9864,Chase,1,1,352,0,4,0.06,90,0,0,57
9865,Chase,1,0,320,0,4,0.06,90,0,0,57
9866,Chase,1,1,288,0,4,0.06,90,0,0,57
9867,Chase,1,0,256,0,4,0.06,90,0,0,57
9868,Chase,1,1,224,0,4,0.06,90,0,0,57
9869,Chase,1,0,192,0,4,0.06,90,0,0,57
9870,Chase,1,1,160,0,4,0.06,90,0,0,57
9871,Chase,1,0,128,0,4,0.06,90,0,0,57
9872,Chase,1,1,96,0,4,0.06,90,0,0,57
9873,Chase,1,0,64,0,4,0.06,90,0,0,57
9874,Chase,1,1,32,0,4,0.06,90,0,0,57
9875,Chase,1,0,0,0,4,0.06,90,0,0,57
9876,Chase,1,1,0,0,4,0.06,90,0,0,57
9877,Chase,1,0,32,0,4,0.06,90,0,0,57
9878,Chase,1,1,64,0,4,0.06,90,0,0,57
9879,Chase,1,0,96,0,4,0.06,90,0,0,57
9880,Chase,1,1,128,0,4,0.06,90,0,0,57
9881,Chase,1,0,160,0,4,0.06,90,0,0,57
9882,Chase,1,1,192,0,4,0.06,90,0,0,57
9883,Chase,1,0,224,0,4,0.06,90,0,0,57
9884,Chase,1,1,256,0,4,0.06,90,0,0,57
9885,Chase,1,0,288,0,4,0.06,90,0,0,57
9886,Chase,1,1,320,0,4,0.06,90,0,0,57
9887,Chase,1,0,352,0,4,0.06,90,0,0,57
9888,Chase,1,1,352,0,4,0.06,90,0,0,57
9889,Chase,1,0,320,0,4,0.06,90,0,0,57
9890,Chase,1,1,288,0,4,0.06,90,0,0,57
9891,Chase,1,0,256,0,4,0.06,90,0,0,57
9892,Chase,1,1,224,0,4,0.06,90,0,0,57
9893,Chase,1,0,192,0,4,0.06,90,0,0,57
9894,Chase,1,1,160,0,4,0.06,90,0,0,57
9895,Chase,1,0,128,0,4,0.06,90,0,0,57
9896,Chase,1,1,96,0,4,0.06,90,0,0,57
9897,Chase,1,0,64,0,4,0.06,90,0,0,57
9898,Chase,1,1,32,0,4,0.06,90,0,0,57
9899,Chase,1,0,0,0,4,0.06,90,0,0,57
10020,Normal,1,12,135,0,5,0.04,9999,0,1,0
9960,WARNING,1,0,0,0,4,0.06,90,0,0,57
10359,BGM,0,22,35,0,5,0.02,9999,0,0,-90
10360,Boss2,1,22,35,0,5,0.02,9999,0,0,-90
10390,CLEAR,1,22,35,0,5,0.02,9999,0,0,-90
-1,,,,,,,,,,,
0,←開始タイマー,,,,,,,,,,
出現時間, AIタイプ, 出現位置, 敵タイプ, ｘｙ調整, 移動方向, 移動速度, ブレーキ, 待機時間, 加算移動方向, 最低速度, 弾発射時間
t, AI, angle, type, pos, dir, speed, brake, waitTimer, plusDir, waitSpeed, waitShot
30,30,,,,,,,,,,
